ACCELEROMETER X ,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude,LOCATION Altitude-google,LOCATION Altitude-atmospheric pressure,LOCATION Speed,LOCATION Accuracy,LOCATION ORIENTATION,Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.8529,-9.1118,1.3862,-0.9229,-9.6605,1.4118,-0.894,0.3524,0.4584,1.0031,-0.4191,-0.3874,0.0,17.21,41.73,-11.09,216.72,80.1,33.17,0.0,1015.78,61.137,50.386402,-4.146923,88.0,NaN,,3.78,9.0,53.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195341,5023.184242,N,00408.815381,W,2,06,1.0,41.0,M,47.0,M,,*6E::$GPVTG,53.8,T,53.8,M,2.0,N,3.8,K,D*2F::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195341,A,5023.184242,N,00408.815381,W,2.0,53.8,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.0,0.8*39",111015,2019-08-30 20:53:41:874
-2.5873,-11.2779,-1.2955,-0.6744,-9.7589,-0.6918,-2.2721,3.8227,1.9264,0.9771,-1.6096,-0.1799,0.0,17.44,43.62,-0.45,121.55,84.35,135.73,0.0,1015.73,66.456,50.38642,-4.146907,88.0,NaN,,3.53,9.0,50.0,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195342,5023.184292,N,00408.814472,W,2,06,1.1,41.0,M,47.0,M,,*6B::$GPVTG,60.3,T,60.3,M,2.2,N,4.0,K,D*22::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195342,A,5023.184292,N,00408.814472,W,2.2,60.3,300819,4.8,W,D*2C::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.1,0.8*38",112015,2019-08-30 20:53:42:874
0.4109,-7.5769,-5.1461,-0.892,-9.3212,-2.9137,2.9928,4.1469,1.2701,1.7689,0.1474,-0.7444,0.0,16.41,42.71,-3.14,42.11,62.74,162.12,0.0,1015.79,57.873,50.38642,-4.146889,88.0,NaN,,4.36,9.0,65.9,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195343,5023.185125,N,00408.814428,W,2,06,0.9,41.0,M,47.0,M,,*62::$GPVTG,50.0,T,50.0,M,1.9,N,3.5,K,D*28::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195343,A,5023.185125,N,00408.814428,W,1.9,50.0,300819,4.8,W,D*24::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",113016,2019-08-30 20:53:43:875
1.0756,-6.3194,1.096,-1.3501,-8.7342,-4.2498,0.3678,0.4572,5.1038,-1.1645,1.862,0.5936,0.0,14.47,41.97,-10.0,34.51,62.95,162.38,0.0,1015.82,57.15,50.386425,-4.146876,88.0,NaN,,4.1,9.0,63.4,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195344,5023.185244,N,00408.813366,W,2,06,1.2,41.0,M,47.0,M,,*61::$GPVTG,65.9,T,65.9,M,2.4,N,4.4,K,D*20::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195344,A,5023.185244,N,00408.813366,W,2.4,65.9,300819,4.8,W,D*2C::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.2,0.8*3C",114015,2019-08-30 20:53:44:874
4.9263,-12.6373,1.5786,-0.3414,-9.7737,0.7267,-5.0037,-3.7213,-3.4508,-2.5143,0.1395,0.7703,0.0,9.7,39.7,-22.16,179.16,85.3,25.16,0.0,1015.74,53.988,50.386433,-4.146865,88.0,NaN,,3.46,9.0,55.6,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195345,5023.185557,N,00408.812555,W,2,06,1.1,41.0,M,47.0,M,,*61::$GPVTG,63.4,T,63.4,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195345,A,5023.185557,N,00408.812555,W,2.2,63.4,300819,4.8,W,D*22::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.1,0.8*38",115015,2019-08-30 20:53:45:874
-2.2611,-9.6967,-1.4921,-0.3055,-9.7005,1.4064,-1.2739,0.22,-2.911,0.2714,-0.5567,-0.2995,0.0,14.04,42.44,-12.99,165.77,84.58,58.36,0.0,1015.76,66.455,50.386433,-4.146846,88.0,NaN,,3.85,9.0,57.5,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195346,5023.185956,N,00408.811886,W,2,06,1.1,41.0,M,47.0,M,,*6F::$GPVTG,55.6,T,55.6,M,1.9,N,3.5,K,D*28::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195346,A,5023.185956,N,00408.811886,W,1.9,55.6,300819,4.8,W,D*23::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.1,0.8*38",116015,2019-08-30 20:53:46:874
-4.9996,-9.912,-0.5338,-0.8683,-9.7679,0.0712,-1.6903,0.6979,0.8261,0.4861,-0.1383,-0.003,0.0,15.4,44.01,-4.44,92.18,82.96,142.41,0.0,1015.71,65.799,50.386448,-4.146843,87.0,NaN,,4.0,9.0,49.5,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195347,5023.186041,N,00408.810730,W,2,06,1.1,41.0,M,47.0,M,,*61::$GPVTG,57.5,T,57.5,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195347,A,5023.186041,N,00408.810730,W,2.1,57.5,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.1,0.8*38",117015,2019-08-30 20:53:47:874
7.7937,-12.107,-0.6031,-0.6388,-9.3639,-2.8424,-2.7082,-4.2528,-4.9536,1.3284,-0.6057,-0.7063,0.0,16.21,44.38,0.02,58.09,72.72,167.33,0.0,1015.73,59.488,50.38645,-4.146828,88.0,NaN,,3.92,9.0,55.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195348,5023.186864,N,00408.810576,W,2,06,1.1,40.0,M,47.0,M,,*60::$GPVTG,49.5,T,49.5,M,2.2,N,4.0,K,D*22::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195348,A,5023.186864,N,00408.810576,W,2.2,49.5,300819,4.8,W,D*2B::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.1,0.8*38",118015,2019-08-30 20:53:48:874
0.5431,-4.0613,1.6904,-1.1282,-8.8657,-4.0368,-0.647,-1.3539,3.5992,-1.4948,1.5331,0.4224,0.0,9.55,41.84,-13.55,25.81,64.7,164.39,0.0,1015.81,57.824,50.38646,-4.146821,87.0,NaN,,4.07,9.0,51.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195349,5023.187199,N,00408.809681,W,2,06,1.3,41.0,M,47.0,M,,*6B::$GPVTG,55.8,T,55.8,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195349,A,5023.187199,N,00408.809681,W,2.1,55.8,300819,4.8,W,D*20::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.9*3D",119015,2019-08-30 20:53:49:874
-3.8438,-11.0697,-1.0282,-0.4516,-9.4946,-2.4124,1.8736,-2.7986,3.8285,-1.4399,0.6904,0.7766,0.0,9.39,41.39,-19.53,24.29,81.92,173.93,0.0,1015.84,54.321,50.386456,-4.146804,87.0,NaN,,3.74,9.0,55.9,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195350,5023.187681,N,00408.809234,W,2,06,1.3,40.0,M,47.0,M,,*66::$GPVTG,51.8,T,51.8,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,84,10,246,*51::$GPRMC,195350,A,5023.187681,N,00408.809234,W,2.2,51.8,300819,4.8,W,D*2B::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.9*3D",120015,2019-08-30 20:53:50:874
-3.0156,-11.195,-1.2802,0.0271,-9.655,1.7175,-1.0031,-0.0084,-1.773,0.672,-0.6465,-0.3755,0.0,14.17,41.27,-16.59,199.38,84.92,33.34,0.0,1015.81,63.963,50.386463,-4.146783,88.0,NaN,,3.82,9.0,60.7,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195351,5023.187503,N,00408.808217,W,2,06,1.3,40.0,M,47.0,M,,*6E::$GPVTG,55.9,T,55.9,M,2.0,N,3.7,K,D*20::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195351,A,5023.187503,N,00408.808217,W,2.0,55.9,300819,4.8,W,D*24::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.9*3D",121015,2019-08-30 20:53:51:874
-2.0714,-8.6527,0.243,-0.7528,-9.7777,-0.0284,0.2616,0.9706,-0.3267,1.1318,-0.6573,-0.084,0.0,16.87,43.09,-5.03,109.61,83.33,137.51,0.0,1015.8,59.75,50.386467,-4.146768,88.0,NaN,,4.21,9.0,58.2,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195352,5023.187728,N,00408.807009,W,2,06,1.3,41.0,M,47.0,M,,*65::$GPVTG,60.7,T,60.7,M,2.1,N,3.8,K,D*2E::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195352,A,5023.187728,N,00408.807009,W,2.1,60.7,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.9*3D",122015,2019-08-30 20:53:52:874
0.4913,-6.5435,3.0664,-0.4497,-9.575,-2.0709,-1.9029,0.7116,4.6301,1.6193,-2.3072,-0.3581,0.0,15.42,44.77,0.61,47.05,68.81,173.54,0.0,1015.71,63.512,50.38647,-4.146753,88.0,NaN,,4.03,9.0,57.2,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195353,5023.188036,N,00408.806066,W,2,06,1.3,41.0,M,47.0,M,,*6B::$GPVTG,58.2,T,58.2,M,2.3,N,4.2,K,D*21::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195353,A,5023.188036,N,00408.806066,W,2.3,58.2,300819,4.8,W,D*25::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.9*3D",123016,2019-08-30 20:53:53:875
1.8013,-4.1893,-1.6745,-0.3422,-9.1835,-3.4229,0.4079,-3.2037,-9.2379,-1.7029,1.6438,0.6259,0.0,11.75,42.94,-7.82,23.96,63.79,169.52,0.0,1015.92,61.299,50.38647,-4.146735,88.0,NaN,,4.03,9.0,58.9,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195354,5023.188189,N,00408.805194,W,2,06,1.3,41.0,M,47.0,M,,*66::$GPVTG,57.2,T,57.2,M,2.2,N,4.0,K,D*22::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195354,A,5023.188189,N,00408.805194,W,2.2,57.2,300819,4.8,W,D*26::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.9*3D",124015,2019-08-30 20:53:54:874
0.4363,-6.171,1.1552,-0.3964,-8.9313,-4.0305,0.5107,-0.2654,5.0916,-1.0871,0.7616,0.4729,0.0,11.33,42.2,-13.39,28.22,77.24,173.75,0.0,1015.87,60.503,50.38647,-4.146715,88.0,NaN,,4.03,9.0,60.4,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195355,5023.188349,N,00408.804120,W,2,06,1.3,41.0,M,47.0,M,,*67::$GPVTG,58.9,T,58.9,M,2.2,N,4.0,K,D*22::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195355,A,5023.188349,N,00408.804120,W,2.2,58.9,300819,4.8,W,D*23::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.9*3D",125015,2019-08-30 20:53:55:874
2.8007,-14.2129,2.81,0.0389,-9.7737,-0.8027,-3.779,-3.2976,-2.0185,-3.099,0.1821,0.5094,0.0,12.12,41.29,-18.66,25.84,85.3,-177.23,0.0,1015.86,53.462,50.386467,-4.146701,88.0,NaN,,3.78,9.0,64.6,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195356,5023.188409,N,00408.802887,W,2,06,1.3,41.0,M,47.0,M,,*65::$GPVTG,60.4,T,60.4,M,2.2,N,4.0,K,D*22::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195356,A,5023.188409,N,00408.802887,W,2.2,60.4,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.9*3D",126015,2019-08-30 20:53:56:874
-1.8259,-8.981,-0.3967,-0.2901,-9.6733,1.5856,-1.6607,0.293,-0.2967,1.036,-0.4138,-0.3917,0.0,17.2,41.6,-12.05,212.92,83.41,29.28,0.0,1015.84,56.791,50.38648,-4.146679,88.0,NaN,,4.18,9.0,66.5,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195357,5023.188165,N,00408.802049,W,2,06,1.1,41.0,M,47.0,M,,*63::$GPVTG,64.6,T,64.6,M,2.0,N,3.8,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195357,A,5023.188165,N,00408.802049,W,2.0,64.6,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.8*3F",127016,2019-08-30 20:53:57:875
-0.1412,-8.4438,0.3642,-0.7021,-9.7569,0.6933,0.3047,0.5484,-1.0009,0.5279,0.2848,-0.0128,0.0,16.01,43.13,-7.21,178.76,87.1,67.45,0.0,1015.79,64.148,50.38648,-4.146654,89.0,NaN,,4.25,10.0,63.1,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195358,5023.188676,N,00408.800756,W,2,06,1.1,41.0,M,47.0,M,,*62::$GPVTG,66.5,T,66.5,M,2.3,N,4.2,K,D*21::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195358,A,5023.188676,N,00408.800756,W,2.3,66.5,300819,4.8,W,D*24::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.8*3F",128015,2019-08-30 20:53:58:874
0.2194,-7.3812,2.7036,-0.1322,-9.5328,-2.2976,0.3462,-3.4136,3.9326,0.9285,-0.7067,-0.2479,0.0,14.85,44.96,2.91,52.66,71.13,178.65,0.0,1015.64,60.611,50.38649,-4.146641,89.0,NaN,,4.07,9.0,59.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195359,5023.188867,N,00408.799264,W,2,06,1.0,42.0,M,47.0,M,,*64::$GPVTG,63.1,T,63.1,M,2.3,N,4.2,K,D*21::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195359,A,5023.188867,N,00408.799264,W,2.3,63.1,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.2,1.0,0.7*37",129015,2019-08-30 20:53:59:874
-2.5962,-9.7712,-6.0599,0.1135,-9.296,-3.1213,1.4359,3.2812,0.1266,-0.0759,1.3945,-0.0013,0.0,13.85,43.03,-5.7,32.26,64.95,176.13,0.0,1015.9,58.895,50.386494,-4.146643,87.0,NaN,,3.6,9.0,55.4,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195400,5023.189229,N,00408.798455,W,2,06,1.1,42.0,M,47.0,M,,*6A::$GPVTG,59.8,T,59.8,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195400,A,5023.189229,N,00408.798455,W,2.2,59.8,300819,4.8,W,D*2F::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.8*3F",130015,2019-08-30 20:54:00:874
1.212,-8.1431,1.6269,-0.5316,-9.0303,-3.7871,-0.584,-0.8926,3.6568,-1.515,1.6159,-0.0748,0.0,12.63,40.54,-18.27,51.99,80.19,149.77,0.0,1015.84,51.37,50.386494,-4.146643,87.0,NaN,,3.6,9.0,55.4,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195401,5023.189589,N,00408.798557,W,2,06,0.9,40.0,M,47.0,M,,*6E::$GPVTG,55.4,T,55.4,M,1.9,N,3.6,K,D*2B::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195401,A,5023.189589,N,00408.798557,W,1.9,55.4,300819,4.8,W,D*28::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",131016,2019-08-30 20:54:01:875
-3.2277,-12.8515,-2.2122,0.3829,-9.6043,1.9447,-4.6773,-1.8325,-1.9117,-0.9021,-0.5839,0.1758,0.0,13.22,41.45,-16.09,243.88,78.64,-3.4,0.0,1015.79,53.561,50.386497,-4.146618,88.0,NaN,,3.82,9.0,59.5,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195402,5023.189824,N,00408.797060,W,2,06,0.9,41.0,M,47.0,M,,*68::$GPVTG,59.5,T,59.5,M,2.1,N,3.8,K,D*2E::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195402,A,5023.189824,N,00408.797060,W,2.1,59.5,300819,4.8,W,D*29::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.2,0.9,0.7*3F",132015,2019-08-30 20:54:02:874
-0.7802,-9.4934,0.94,-0.2362,-9.718,1.2944,-2.0036,0.6916,-1.109,0.9008,-0.6657,-0.2544,0.0,14.53,42.69,-8.07,250.58,82.29,10.34,0.0,1015.82,67.063,50.386505,-4.1466,89.0,NaN,,3.6,9.0,51.7,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195403,5023.190245,N,00408.795977,W,2,06,0.9,42.0,M,47.0,M,,*62::$GPVTG,51.7,T,51.7,M,1.9,N,3.6,K,D*2B::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195403,A,5023.190245,N,00408.795977,W,1.9,51.7,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.2,0.9,0.7*3F",133015,2019-08-30 20:54:03:874
0.2768,-11.367,-0.1205,-0.1706,-9.8024,-0.2323,-2.7645,-0.4461,-0.749,-0.0553,1.6094,-0.2652,0.0,14.96,44.35,-2.78,78.1,85.44,167.67,0.0,1015.77,63.203,50.386513,-4.146606,88.0,NaN,,3.89,4.0,49.3,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195404,5023.190686,N,00408.796349,W,2,06,0.9,41.0,M,47.0,M,,*69::$GPVTG,49.3,T,49.3,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195404,A,5023.190686,N,00408.796349,W,2.1,49.3,300819,4.8,W,D*2F::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",134015,2019-08-30 20:54:04:874
0.1746,-9.1447,-3.9589,-0.2835,-9.3513,-2.9399,-5.906,-9.0439,-10.7993,0.4014,-0.3525,0.2195,0.0,15.42,44.22,-0.52,49.51,72.47,174.49,0.0,1015.84,60.626,50.386513,-4.146585,88.0,NaN,,4.21,4.0,54.1,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195405,5023.190845,N,00408.795095,W,2,06,0.9,41.0,M,47.0,M,,*68::$GPVTG,54.1,T,54.1,M,2.3,N,4.2,K,D*21::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195405,A,5023.190845,N,00408.795095,W,2.3,54.1,300819,4.8,W,D*22::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",135015,2019-08-30 20:54:05:874
1.8254,-3.9282,-1.2713,-0.6174,-8.606,-4.6611,1.7634,0.8551,6.6544,-0.7356,1.3597,0.4301,0.0,11.98,42.64,-9.26,25.79,61.35,172.46,0.0,1015.89,55.673,50.38652,-4.146575,88.0,NaN,,3.89,4.0,55.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195406,5023.191224,N,00408.794516,W,2,06,0.9,41.0,M,47.0,M,,*68::$GPVTG,55.8,T,55.8,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195406,A,5023.191224,N,00408.794516,W,2.1,55.8,300819,4.8,W,D*28::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",136016,2019-08-30 20:54:06:875
-0.632,-10.047,-0.1629,-0.8876,-9.066,-3.6319,-3.7066,-3.0306,2.0892,-1.6145,1.2287,0.5468,0.0,10.19,40.85,-18.67,37.78,83.07,162.04,0.0,1015.89,54.47,50.386524,-4.146566,88.0,NaN,,3.85,4.0,48.3,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195407,5023.191492,N,00408.793982,W,2,06,1.0,41.0,M,47.0,M,,*6C::$GPVTG,48.3,T,48.3,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195407,A,5023.191492,N,00408.793982,W,2.1,48.3,300819,4.8,W,D*23::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.0,0.8*39",137016,2019-08-30 20:54:07:875
-2.3556,-12.0959,-3.0079,-0.2766,-9.6081,1.9439,-2.793,-1.8362,-2.9826,-0.8992,-0.2389,0.0495,0.0,16.71,41.47,-12.71,234.56,81.04,24.1,0.0,1015.79,51.978,50.38653,-4.146547,88.0,NaN,,3.82,4.0,52.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195408,5023.191958,N,00408.792837,W,2,06,0.9,41.0,M,47.0,M,,*6E::$GPVTG,52.8,T,52.8,M,2.1,N,3.8,K,D*2E::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195408,A,5023.191958,N,00408.792837,W,2.1,52.8,300819,4.8,W,D*29::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",138016,2019-08-30 20:54:08:875
-2.8948,-9.0064,-0.0018,-0.1793,-9.681,1.5545,-1.4067,0.4943,-1.2026,0.8511,-0.5267,-0.1255,0.0,14.32,43.34,-7.21,184.1,86.28,60.08,0.0,1015.81,60.8,50.386547,-4.146527,88.0,NaN,,4.07,4.0,55.7,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195409,5023.192565,N,00408.792280,W,2,06,0.9,41.0,M,47.0,M,,*68::$GPVTG,57.5,T,57.5,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195409,A,5023.192565,N,00408.792280,W,2.1,57.5,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",139015,2019-08-30 20:54:09:874
-4.039,-10.9338,0.1193,-0.7868,-9.7238,-0.9998,-1.4233,0.504,1.9361,1.4062,-0.1581,0.1866,0.0,17.61,43.79,1.54,85.43,77.23,157.73,0.0,1015.65,66.494,50.386547,-4.146511,88.0,NaN,,4.32,4.0,59.1,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195410,5023.192925,N,00408.791615,W,2,06,0.9,41.0,M,47.0,M,,*63::$GPVTG,55.7,T,55.7,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195410,A,5023.192925,N,00408.791615,W,2.2,55.7,300819,4.8,W,D*2F::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",140015,2019-08-30 20:54:10:874
-1.2402,-8.2637,-5.2407,-0.6109,-9.3222,-2.9822,-5.6278,-10.2252,-11.2267,0.1976,0.4165,-0.428,0.0,15.14,43.68,-2.4,44.27,68.02,168.37,0.0,1015.86,60.274,50.38656,-4.146502,88.0,NaN,,4.07,4.0,60.2,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195411,5023.192963,N,00408.790659,W,2,06,0.9,41.0,M,47.0,M,,*69::$GPVTG,59.1,T,59.1,M,2.3,N,4.3,K,D*20::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195411,A,5023.192963,N,00408.790659,W,2.3,59.1,300819,4.8,W,D*2E::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",141015,2019-08-30 20:54:11:874
0.2428,-3.7194,1.2773,-0.7869,-8.4826,-4.8577,1.4536,1.4026,6.9982,-0.8785,1.7153,0.1364,0.0,14.69,41.39,-12.62,35.43,64.04,163.65,0.0,1015.89,60.292,50.386566,-4.146495,88.0,NaN,,4.43,4.0,60.5,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195412,5023.193553,N,00408.790095,W,2,06,0.9,41.0,M,47.0,M,,*62::$GPVTG,60.2,T,60.2,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195412,A,5023.193553,N,00408.790095,W,2.2,60.2,300819,4.8,W,D*2D::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",142016,2019-08-30 20:54:12:875
-5.9181,-12.2019,-1.2963,-0.9284,-9.3836,-2.6937,-0.6088,-2.796,4.3858,-1.7668,2.0464,0.7918,0.0,10.09,40.06,-21.88,163.32,88.05,40.19,0.0,1015.92,51.07,50.386578,-4.146483,88.0,NaN,,4.14,4.0,56.3,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195413,5023.194176,N,00408.789675,W,2,06,0.9,41.0,M,47.0,M,,*67::$GPVTG,60.5,T,60.5,M,2.4,N,4.4,K,D*20::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195413,A,5023.194176,N,00408.789675,W,2.4,60.5,300819,4.8,W,D*29::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",143016,2019-08-30 20:54:13:875
-3.841,-13.7459,-3.3916,0.2449,-9.7197,1.28,-4.9711,-3.2073,-4.0825,-2.1603,0.0361,0.5504,0.0,12.05,41.11,-19.18,231.2,79.14,3.64,0.0,1015.83,58.858,50.38658,-4.146472,88.0,NaN,,4.07,4.0,56.6,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195414,5023.194483,N,00408.789006,W,2,06,0.9,41.0,M,47.0,M,,*6D::$GPVTG,56.3,T,56.3,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,80,03,187,*59::$GPRMC,195414,A,5023.194483,N,00408.789006,W,2.2,56.3,300819,4.8,W,D*26::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",144015,2019-08-30 20:54:14:874
