ACCELEROMETER X ,ACCELEROMETER Y,ACCELEROMETER Z,GRAVITY X,GRAVITY Y,GRAVITY Z,LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,GYROSCOPE X,GYROSCOPE Y,GYROSCOPE Z,LIGHT,MAGNETIC FIELD X,MAGNETIC FIELD Y,MAGNETIC FIELD Z,ORIENTATION Z,ORIENTATION X,ORIENTATION Y,PROXIMITY,ATMOSPHERIC PRESSURE,SOUND LEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude,LOCATION Altitude-google,LOCATION Altitude-atmospheric pressure,LOCATION Speed,LOCATION Accuracy,LOCATION ORIENTATION,Satellites in range,GPS NMEA,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.632,3.794,8.9934,-1.2763,3.3351,9.1334,-0.2118,0.2691,-0.2859,-0.2866,-0.0701,0.1556,0.0,-19.66,-13.4,-45.8,86.24,-20.34,8.09,5.0,1015.17,62.064,50.38621,-4.148402,92.0,NaN,,0.0,12.0,,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195150,5023.177458,N,00408.905147,W,2,06,1.0,45.0,M,47.0,M,,*61::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195150,A,5023.177458,N,00408.905147,W,0.0,,300819,4.8,W,D*38::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.2,1.0,0.7*37",15,2019-08-30 20:51:50:874
-2.4471,3.5092,9.3123,-2.5171,2.9504,9.0072,0.8372,0.1718,0.0808,0.2283,0.5987,-0.1912,0.0,-14.88,-4.95,-48.86,73.44,-17.51,15.61,5.0,1015.15,32.241,50.38615,-4.148387,92.0,NaN,,1.19,11.0,16.9,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195151,5023.172744,N,00408.904123,W,2,06,1.0,45.0,M,47.0,M,,*68::$GPVTG,,T,,M,0.0,N,0.0,K,D*26::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195151,A,5023.172744,N,00408.904123,W,0.0,,300819,4.8,W,D*31::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.2,1.0,0.7*37",1015,2019-08-30 20:51:51:874
-2.0417,2.8881,10.2101,-2.2668,3.3008,8.9519,-0.3057,0.2892,-1.0231,-0.6705,0.0981,0.0935,0.0,-12.24,-8.55,-48.73,71.0,-22.13,14.91,5.0,1015.16,35.971,50.386124,-4.148371,91.0,NaN,,1.66,10.0,86.1,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195152,5023.169228,N,00408.903236,W,2,06,1.0,45.0,M,47.0,M,,*6E::$GPVTG,16.9,T,16.9,M,0.6,N,1.2,K,D*23::$GLGSV,3,1,09,78,00,000,36,70,16,299,29,86,09,355,30,77,10,023,25*6D::$GPRMC,195152,A,5023.169228,N,00408.903236,W,0.6,16.9,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.2,1.0,0.7*37",2015,2019-08-30 20:51:52:874
-2.1099,2.8385,7.8382,-2.7308,2.5355,9.0711,0.6595,0.3638,-1.023,0.0298,-0.2157,-0.0087,0.0,-10.93,-3.03,-50.01,72.79,-14.24,17.8,5.0,1015.16,37.039,50.386116,-4.148364,92.0,NaN,,2.59,10.0,75.7,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195153,5023.167357,N,00408.902265,W,2,06,1.0,44.0,M,47.0,M,,*6E::$GPVTG,86.1,T,86.1,M,0.9,N,1.7,K,D*29::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195153,A,5023.167357,N,00408.902265,W,0.9,86.1,300819,4.8,W,D*2E::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.2,1.0,0.7*37",3015,2019-08-30 20:51:53:874
-5.458,2.3954,10.5338,-3.2881,2.493,8.8963,-2.0569,-0.5614,2.321,-0.4538,0.171,0.3419,0.0,-7.72,-3.25,-50.11,71.49,-14.73,20.28,5.0,1015.17,33.156,50.3861,-4.148351,91.0,NaN,,2.99,10.0,75.5,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195154,5023.166971,N,00408.901851,W,2,06,0.8,45.0,M,47.0,M,,*60::$GPVTG,75.7,T,75.7,M,1.4,N,2.6,K,D*27::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195154,A,5023.166971,N,00408.901851,W,1.4,75.7,300819,4.8,W,D*2E::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.8,0.7*3D",4015,2019-08-30 20:51:54:874
-10.6011,-6.8783,3.173,-7.6724,-4.5907,4.0286,-3.0675,-2.4182,-0.1591,-0.8652,-1.4995,0.4336,0.0,26.27,5.8,-37.08,106.8,23.84,74.42,0.0,1015.21,55.782,50.386097,-4.148345,91.0,NaN,,3.13,10.0,75.3,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195156,5023.165678,N,00408.900711,W,2,06,0.8,44.0,M,47.0,M,,*6C::$GPVTG,75.3,T,75.3,M,1.7,N,3.1,K,D*22::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195156,A,5023.165678,N,00408.900711,W,1.7,75.3,300819,4.8,W,D*24::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.8,0.7*3D",5015,2019-08-30 20:51:55:874
0.2646,-8.2514,3.8839,-2.3309,-9.5208,0.3029,4.54,2.1589,3.1936,3.6417,2.5297,-4.381,0.0,33.07,29.67,-8.23,103.41,51.72,114.33,0.0,1015.23,55.028,50.386086,-4.148343,91.0,NaN,,2.66,10.0,75.5,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195156,5023.165678,N,00408.900711,W,2,06,0.8,44.0,M,47.0,M,,*6C::$GPVTG,75.3,T,75.3,M,1.7,N,3.1,K,D*22::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195156,A,5023.165678,N,00408.900711,W,1.7,75.3,300819,4.8,W,D*24::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.8,0.7*3D",6015,2019-08-30 20:51:56:874
-3.0273,-10.8943,1.2901,-0.0066,-9.519,-2.3576,9.1322,-0.543,3.9518,1.0704,0.5195,0.1275,0.0,12.87,44.8,1.04,52.95,76.09,179.84,0.0,1015.15,66.343,50.38608,-4.148328,91.0,NaN,,4.21,9.0,75.5,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195157,5023.165027,N,00408.900590,W,2,06,1.0,44.0,M,47.0,M,,*63::$GPVTG,75.5,T,75.5,M,1.4,N,2.7,K,D*26::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195157,A,5023.165027,N,00408.900590,W,1.4,75.5,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.0,0.8*39",7015,2019-08-30 20:51:57:874
-4.1756,-19.6586,-15.2884,-0.4703,-9.4341,-2.6357,1.1528,5.7767,3.2854,2.0989,-0.4615,-0.1579,0.0,12.48,44.07,-1.6,45.68,74.16,169.88,0.0,1015.34,55.828,50.38608,-4.148317,91.0,NaN,,2.66,9.0,75.5,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195158,5023.164938,N,00408.899654,W,2,06,1.5,44.0,M,47.0,M,,*65::$GPVTG,75.5,T,75.5,M,2.3,N,4.2,K,D*21::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195158,A,5023.164938,N,00408.899654,W,2.3,75.5,300819,4.8,W,D*20::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.7,1.5,0.9*39",8016,2019-08-30 20:51:58:875
1.8734,-7.6132,1.3847,-0.6386,-9.1882,-3.3675,0.8385,0.8911,4.5159,-1.126,1.8343,0.3718,0.0,12.68,42.43,-14.95,46.83,80.68,159.89,0.0,1015.29,57.459,50.38608,-4.148302,91.0,NaN,,3.02,10.0,75.6,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195159,5023.164820,N,00408.899004,W,2,06,1.3,44.0,M,47.0,M,,*69::$GPVTG,75.5,T,75.5,M,1.4,N,2.7,K,D*26::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195159,A,5023.164820,N,00408.899004,W,1.4,75.5,300819,4.8,W,D*2E::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.8*3C",9016,2019-08-30 20:51:59:875
-0.3738,-15.0672,-3.1278,-0.8472,-9.7699,-0.0468,1.5159,-3.6658,-3.4855,-2.7491,-1.5607,0.3207,0.0,17.58,41.25,-14.22,243.28,77.34,10.45,0.0,1015.23,50.1,50.38607,-4.148292,90.0,NaN,,2.84,10.0,75.6,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195200,5023.164778,N,00408.898129,W,2,06,1.3,44.0,M,47.0,M,,*6B::$GPVTG,75.6,T,75.6,M,1.6,N,3.0,K,D*22::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195200,A,5023.164778,N,00408.898129,W,1.6,75.6,300819,4.8,W,D*2D::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.8*3C",10015,2019-08-30 20:52:00:874
-0.6425,-9.2323,-2.5754,-0.3483,-9.5672,2.1257,-2.5939,-0.0434,-2.1732,0.7917,-0.2729,-0.161,0.0,17.54,42.82,-7.34,217.59,83.34,40.43,0.0,1015.29,60.183,50.386078,-4.148275,91.0,NaN,,3.53,9.0,75.6,8 / 18,"$GPGSV,3,2,09,28,07,143,23,30,69,129,30,06,00,000,,15,01,270,*78::$GPGGA,195201,5023.164328,N,00408.897498,W,2,06,1.1,43.0,M,47.0,M,,*6E::$GPVTG,75.6,T,75.6,M,1.5,N,2.8,K,D*28::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195201,A,5023.164328,N,00408.897498,W,1.5,75.6,300819,4.8,W,D*2E::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.8*3F",11016,2019-08-30 20:52:01:875
-0.4649,-7.531,-0.6403,-0.6708,-9.7831,0.105,-0.7182,0.6875,0.4862,1.3094,-0.124,0.1849,0.0,18.73,43.27,1.06,194.14,86.03,81.1,0.0,1015.3,66.728,50.386066,-4.148256,91.0,NaN,,5.15,9.0,82.4,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195202,5023.164537,N,00408.896505,W,2,06,1.3,44.0,M,47.0,M,,*64::$GPVTG,75.6,T,75.6,M,1.9,N,3.5,K,D*28::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195202,A,5023.164537,N,00408.896505,W,1.9,75.6,300819,4.8,W,D*2D::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.8*3C",12015,2019-08-30 20:52:02:874
-0.7154,-5.1496,3.5109,-1.1829,-9.488,-2.1791,0.5556,3.124,6.3239,0.447,-0.2063,0.03,0.0,20.29,42.69,5.77,103.24,75.36,151.51,0.0,1015.18,56.549,50.386055,-4.148243,90.0,NaN,,3.85,9.0,75.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195203,5023.164128,N,00408.895337,W,2,06,1.1,44.0,M,47.0,M,,*69::$GPVTG,82.4,T,82.4,M,2.8,N,5.1,K,D*28::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195203,A,5023.164128,N,00408.895337,W,2.8,82.4,300819,4.8,W,D*2A::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.8*3F",13015,2019-08-30 20:52:03:874
-4.6745,-19.0398,-13.0187,-0.4256,-9.4557,-2.565,3.2923,4.2644,-2.8528,-0.2046,1.093,-0.4318,0.0,16.73,43.76,1.23,53.52,71.14,168.73,0.0,1015.4,62.725,50.386055,-4.148232,89.0,NaN,,3.71,9.0,75.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195204,5023.163451,N,00408.894578,W,2,06,0.8,43.0,M,47.0,M,,*61::$GPVTG,75.8,T,75.8,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195204,A,5023.163451,N,00408.894578,W,2.1,75.8,300819,4.8,W,D*20::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.8,0.7*3D",14015,2019-08-30 20:52:04:874
0.8962,-4.8009,1.846,-1.1085,-9.1973,-3.2173,1.8862,3.3389,5.4744,-1.3387,1.722,0.4972,0.0,15.88,42.07,-7.35,47.61,69.7,160.99,0.0,1015.39,51.883,50.386055,-4.148216,89.0,NaN,,3.71,9.0,75.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195205,5023.163466,N,00408.893891,W,2,06,0.9,42.0,M,47.0,M,,*69::$GPVTG,75.8,T,75.8,M,2.0,N,3.7,K,D*20::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195205,A,5023.163466,N,00408.893891,W,2.0,75.8,300819,4.8,W,D*29::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",15016,2019-08-30 20:52:05:875
-4.1275,-14.6047,-1.562,-0.3184,-9.7576,-0.9263,5.3331,-1.2451,3.2957,-1.9214,-0.0039,0.2199,0.0,14.11,41.45,-16.8,50.33,84.27,161.03,0.0,1015.25,52.974,50.386063,-4.148209,89.0,NaN,,2.88,9.0,75.8,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195206,5023.163506,N,00408.892960,W,2,06,0.9,42.0,M,47.0,M,,*63::$GPVTG,75.8,T,75.8,M,2.0,N,3.7,K,D*20::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195206,A,5023.163506,N,00408.892960,W,2.0,75.8,300819,4.8,W,D*23::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",16015,2019-08-30 20:52:06:874
-4.0214,-16.9281,-0.9082,0.1082,-9.5627,2.171,-3.0391,-0.3577,-2.0897,-1.4712,0.2993,0.4945,0.0,15.88,42.04,-11.29,271.18,74.69,0.57,0.0,1015.32,66.189,50.386066,-4.148186,90.0,NaN,,4.0,9.0,71.4,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195207,5023.163709,N,00408.892521,W,2,06,1.0,42.0,M,47.0,M,,*6E::$GPVTG,75.8,T,75.8,M,1.6,N,2.9,K,D*2A::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195207,A,5023.163709,N,00408.892521,W,1.6,75.8,300819,4.8,W,D*23::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.3,1.0,0.8*39",17016,2019-08-30 20:52:07:875
-2.2885,-9.1278,0.1726,-0.6513,-9.6234,1.7708,0.1762,1.531,-1.4848,0.924,-0.8771,-0.5125,0.0,19.48,41.76,-6.79,252.7,78.91,20.19,0.0,1015.36,59.294,50.386066,-4.14817,90.0,NaN,,4.25,9.0,78.2,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195208,5023.164084,N,00408.891130,W,2,06,1.1,43.0,M,47.0,M,,*63::$GPVTG,71.4,T,71.4,M,2.2,N,4.0,K,D*22::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195208,A,5023.164084,N,00408.891130,W,2.2,71.4,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.8*3F",18015,2019-08-30 20:52:08:874
0.2751,-8.2803,1.7298,-0.7142,-9.7203,-1.0841,0.268,0.9783,5.0089,0.7175,-0.094,-0.2625,0.0,19.29,43.02,3.22,116.71,82.39,146.62,0.0,1015.26,66.096,50.386063,-4.148153,90.0,NaN,,4.46,9.0,77.9,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195209,5023.164008,N,00408.890228,W,2,06,1.3,43.0,M,47.0,M,,*6F::$GPVTG,78.2,T,78.2,M,2.3,N,4.2,K,D*21::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195209,A,5023.164008,N,00408.890228,W,2.3,78.2,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.5,1.3,0.8*3C",19015,2019-08-30 20:52:09:874
-2.5438,-5.5991,5.7862,-0.7676,-9.4255,-2.5964,5.3371,2.2611,3.351,-0.5569,0.4314,1.1255,0.0,17.57,43.74,1.63,77.92,77.06,165.68,0.0,1015.48,64.496,50.38607,-4.148147,90.0,NaN,,4.1,9.0,77.2,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195210,5023.163883,N,00408.889208,W,2,06,1.5,43.0,M,47.0,M,,*67::$GPVTG,77.9,T,77.9,M,2.4,N,4.5,K,D*21::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195210,A,5023.163883,N,00408.889208,W,2.4,77.9,300819,4.8,W,D*2C::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.7,1.5,0.9*39",20015,2019-08-30 20:52:10:874
0.986,-18.9562,-12.4743,-0.1616,-9.1669,-3.4803,1.4909,4.9533,3.757,1.3633,0.3518,-0.2468,0.0,15.19,42.68,-7.04,35.64,66.64,173.54,0.0,1015.38,57.917,50.386078,-4.148141,90.0,NaN,,3.71,9.0,62.6,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195211,5023.164216,N,00408.888795,W,2,06,1.5,43.0,M,47.0,M,,*67::$GPVTG,77.2,T,77.2,M,2.2,N,4.1,K,D*23::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195211,A,5023.164216,N,00408.888795,W,2.2,77.2,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.7,1.5,0.9*39",21015,2019-08-30 20:52:11:874
-4.7739,-11.4162,-1.6021,-1.0024,-9.1194,-3.4645,-1.7969,-0.5096,2.5138,-0.8853,1.8291,0.4868,0.0,14.72,42.34,-14.34,48.35,78.88,161.82,0.0,1015.41,52.616,50.38609,-4.148144,90.0,NaN,,3.46,9.0,60.1,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195212,5023.164558,N,00408.888452,W,2,06,1.1,43.0,M,47.0,M,,*65::$GPVTG,62.6,T,62.6,M,2.0,N,3.7,K,D*20::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195212,A,5023.164558,N,00408.888452,W,2.0,62.6,300819,4.8,W,D*25::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.8*3F",22014,2019-08-30 20:52:12:873
-2.058,-12.9037,-4.3884,-0.2013,-9.6091,1.9481,-1.4529,0.4255,-3.2244,0.1586,-0.4246,-0.3562,0.0,15.66,41.16,-15.92,237.71,78.48,5.9,0.0,1015.33,47.028,50.386093,-4.14815,90.0,NaN,,3.53,9.0,69.6,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195213,5023.165176,N,00408.888614,W,2,06,1.1,43.0,M,47.0,M,,*6D::$GPVTG,60.1,T,60.1,M,1.9,N,3.5,K,D*28::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195213,A,5023.165176,N,00408.888614,W,1.9,60.1,300819,4.8,W,D*22::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.8*3F",23016,2019-08-30 20:52:13:875
-2.7606,-8.8438,-0.1145,-0.6557,-9.6509,1.6127,-2.3149,0.327,-1.5493,0.9673,-0.2251,-0.2406,0.0,19.38,41.95,-7.04,248.26,79.77,22.13,0.0,1015.39,61.674,50.386097,-4.148126,90.0,NaN,,3.46,9.0,66.0,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195214,5023.165562,N,00408.888978,W,2,06,1.1,43.0,M,47.0,M,,*6E::$GPVTG,69.6,T,69.6,M,1.9,N,3.5,K,D*28::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195214,A,5023.165562,N,00408.888978,W,1.9,69.6,300819,4.8,W,D*2F::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.1,0.8*3F",24014,2019-08-30 20:52:14:873
-1.1488,-8.649,-0.2885,-0.846,-9.768,-0.2038,1.0696,0.8435,0.8345,1.3394,-1.2594,0.0368,0.0,18.84,43.33,2.07,70.8,71.64,168.39,0.0,1015.4,66.848,50.386097,-4.148126,90.0,NaN,,3.46,9.0,66.0,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195215,5023.165669,N,00408.887548,W,2,06,1.2,43.0,M,47.0,M,,*64::$GPVTG,66.0,T,66.0,M,1.9,N,3.5,K,D*28::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195215,A,5023.165669,N,00408.887548,W,1.9,66.0,300819,4.8,W,D*2F::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.4,1.2,0.9*3D",25015,2019-08-30 20:52:15:874
1.3896,-10.5732,2.2202,-0.4197,-9.5964,-1.9755,6.1177,0.928,4.3884,0.4889,0.4211,-0.2325,0.0,18.39,43.62,2.51,76.01,75.72,167.39,0.0,1015.32,60.205,50.386097,-4.148102,90.0,NaN,,3.6,9.0,67.9,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195216,5023.165469,N,00408.886493,W,2,06,2.0,43.0,M,47.0,M,,*62::$GPVTG,63.4,T,63.4,M,2.0,N,3.8,K,D*2F::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195216,A,5023.165469,N,00408.886493,W,2.0,63.4,300819,4.8,W,D*23::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,2.2,2.0,0.9*39",26015,2019-08-30 20:52:16:874
1.3009,-11.4818,-11.1512,-0.3543,-9.2795,-3.152,1.4063,4.9193,2.9556,1.894,0.3781,0.2569,0.0,16.9,43.18,-1.56,50.74,71.13,173.59,0.0,1015.44,58.948,50.3861,-4.148087,91.0,NaN,,3.92,9.0,74.3,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195217,5023.165825,N,00408.886100,W,2,06,1.5,43.0,M,47.0,M,,*6E::$GPVTG,67.9,T,67.9,M,1.9,N,3.6,K,D*2B::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195217,A,5023.165825,N,00408.886100,W,1.9,67.9,300819,4.8,W,D*2A::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.7,1.5,0.9*39",27016,2019-08-30 20:52:17:875
1.6941,-6.4804,1.4884,-0.5868,-9.2643,-3.162,1.2458,1.9357,5.3212,-1.3131,1.422,0.3497,0.0,14.6,41.62,-13.08,41.68,76.8,164.23,0.0,1015.49,53.243,50.3861,-4.148074,91.0,NaN,,3.78,9.0,66.0,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195218,5023.165948,N,00408.885238,W,2,06,1.5,44.0,M,47.0,M,,*67::$GPVTG,74.3,T,74.3,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195218,A,5023.165948,N,00408.885238,W,2.1,74.3,300819,4.8,W,D*27::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.7,1.5,0.9*39",28016,2019-08-30 20:52:18:875
0.485,-13.4329,-2.0291,-0.1843,-9.6869,-1.5167,3.6137,-3.9543,2.2013,-1.8654,-0.8797,0.4928,0.0,15.34,41.3,-14.85,40.86,81.04,173.07,0.0,1015.41,54.789,50.386105,-4.148052,91.0,NaN,,3.92,9.0,77.6,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195219,5023.166067,N,00408.884442,W,2,06,1.5,44.0,M,47.0,M,,*6B::$GPVTG,66.0,T,66.0,M,2.0,N,3.8,K,D*2F::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195219,A,5023.166067,N,00408.884442,W,2.0,66.0,300819,4.8,W,D*2A::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.7,1.5,0.9*39",29015,2019-08-30 20:52:19:874
-0.6193,-9.4654,-1.7142,0.2606,-9.6212,1.88,-1.2945,-0.1113,-3.8697,-0.0754,-1.1379,-0.3494,0.0,17.52,41.25,-11.7,230.93,83.16,15.71,0.0,1015.44,64.217,50.386105,-4.148033,91.0,NaN,,3.96,9.0,74.4,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195220,5023.166321,N,00408.883117,W,2,06,1.5,44.0,M,47.0,M,,*62::$GPVTG,77.6,T,77.6,M,2.1,N,3.9,K,D*2F::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195220,A,5023.166321,N,00408.883117,W,2.1,77.6,300819,4.8,W,D*24::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.7,1.5,0.9*39",30017,2019-08-30 20:52:20:876
-1.3587,-9.1111,-0.1076,-0.8231,-9.7629,-0.422,-0.6995,1.28,1.8844,1.1007,-0.3286,-0.0612,0.0,20.03,42.56,-0.68,77.77,76.64,159.84,0.0,1015.44,59.267,50.386124,-4.148027,90.0,NaN,,3.96,9.0,67.3,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195221,5023.166312,N,00408.881990,W,2,06,0.9,44.0,M,47.0,M,,*6B::$GPVTG,74.4,T,74.4,M,2.1,N,4.0,K,D*21::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195221,A,5023.166312,N,00408.881990,W,2.1,74.4,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.2,0.9,0.8*30",31015,2019-08-30 20:52:21:874
-0.6415,-9.9951,-0.0731,-0.5293,-9.4267,-2.651,5.544,2.6213,4.7372,1.8541,-3.3938,0.2091,0.0,20.45,42.43,4.49,63.15,67.98,176.37,0.0,1015.36,57.069,50.386124,-4.148027,90.0,NaN,,3.96,9.0,67.3,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195222,5023.167426,N,00408.881632,W,2,06,0.9,43.0,M,47.0,M,,*69::$GPVTG,67.3,T,67.3,M,2.1,N,4.0,K,D*21::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195222,A,5023.167426,N,00408.881632,W,2.1,67.3,300819,4.8,W,D*21::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",32015,2019-08-30 20:52:22:874
2.2469,-9.333,-9.5954,-0.8462,-9.3684,-2.7725,2.5001,4.2579,2.1907,1.0854,0.0642,-0.7337,0.0,17.42,42.77,-3.97,47.35,67.11,164.43,0.0,1015.54,58.433,50.386135,-4.147989,91.0,NaN,,3.96,9.0,81.6,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195223,5023.167581,N,00408.880614,W,2,06,0.9,44.0,M,47.0,M,,*66::$GPVTG,80.7,T,80.7,M,2.5,N,4.7,K,D*22::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195223,A,5023.167581,N,00408.880614,W,2.5,80.7,300819,4.8,W,D*20::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.2,0.9,0.7*3F",33015,2019-08-30 20:52:23:874
1.13,-7.474,1.9151,-0.7546,-9.2045,-3.2983,0.3594,0.5533,5.0547,-1.5609,1.9648,0.4862,0.0,15.18,41.83,-10.92,74.26,84.55,142.2,0.0,1015.52,58.183,50.386135,-4.147971,92.0,NaN,,3.56,9.0,71.3,8 / 18,"$GPGSV,3,3,09,21,00,000,*43::$GPGGA,195224,5023.168024,N,00408.879331,W,2,06,0.9,44.0,M,47.0,M,,*60::$GPVTG,81.6,T,81.6,M,2.1,N,4.0,K,D*21::$GLGSV,3,3,09,84,11,246,*50::$GPRMC,195224,A,5023.168024,N,00408.879331,W,2.1,81.6,300819,4.8,W,D*22::$GPGSA,A,3,05,07,09,13,28,30,,,,,,,1.1,0.9,0.7*3C",34016,2019-08-30 20:52:24:875
