index,light,lat,long,accel_x,ACCELEROMETER Y,ACCELEROMETER Z,LOCATION Accuracy,elapsed,timestamp,geometry
199,0.0,50.386967,-4.145817,-1.2282,-8.9198,-0.5414,3.0,199016,2019-08-30 20:55:09:875,POINT (-4.145817 50.386967)
200,0.0,50.38697,-4.14581,1.4184,-0.4415,8.0903,3.0,200015,2019-08-30 20:55:10:874,POINT (-4.14581 50.38697)
201,0.0,50.38698,-4.145799,0.8987,-5.0677,-2.5155,3.0,201015,2019-08-30 20:55:11:874,POINT (-4.145799 50.38698)
202,0.0,50.38698,-4.14579,0.9978,-7.1984,1.1978,3.0,202016,2019-08-30 20:55:12:875,POINT (-4.14579 50.38698)
203,0.0,50.386993,-4.145775,-2.8203,-13.1257,-3.3601,9.0,203016,2019-08-30 20:55:13:875,POINT (-4.145775 50.386993)
204,0.0,50.387005,-4.145767,-2.2993,-9.3734,0.7939,9.0,204016,2019-08-30 20:55:14:875,POINT (-4.145767 50.387005)
205,0.0,50.38701,-4.145758,-2.4789,-11.2249,-0.7177,9.0,205015,2019-08-30 20:55:15:874,POINT (-4.145758 50.38701)
206,0.0,50.387015999999996,-4.145743,-2.2115,-14.2715,-8.0351,9.0,206016,2019-08-30 20:55:16:875,POINT (-4.145743 50.387016)
207,0.0,50.387028,-4.145732,-0.23800000000000002,-4.1883,2.053,9.0,207015,2019-08-30 20:55:17:874,POINT (-4.145732 50.387028)
208,0.0,50.38704,-4.1457239999999995,-2.7189,-12.5511,-0.5867,9.0,208016,2019-08-30 20:55:18:875,POINT (-4.145724 50.38704)
209,0.0,50.387046999999995,-4.1457120000000005,-3.8624,-13.4961,-2.6258,9.0,209016,2019-08-30 20:55:19:875,POINT (-4.145712000000001 50.387047)
210,0.0,50.387066,-4.145713,-3.4395,-9.2661,-0.0521,9.0,210015,2019-08-30 20:55:20:874,POINT (-4.145713 50.387066)
211,0.0,50.387074,-4.145704,-0.3439,-8.9444,3.3624,9.0,211016,2019-08-30 20:55:21:875,POINT (-4.145704 50.387074)
212,0.0,50.387074,-4.145704,-2.1665,-15.0545,-14.4973,9.0,212015,2019-08-30 20:55:22:874,POINT (-4.145704 50.387074)
213,0.0,50.38708,-4.145676,0.8234,-7.7029,2.1036,9.0,213015,2019-08-30 20:55:23:874,POINT (-4.145676 50.38708)
214,0.0,50.387085,-4.1456610000000005,0.3262,-12.9121,2.6395,9.0,214016,2019-08-30 20:55:24:875,POINT (-4.145661 50.387085)
215,0.0,50.38709,-4.145652,-1.9216,-9.5259,-2.7766,9.0,215015,2019-08-30 20:55:25:874,POINT (-4.145652 50.38709)
216,0.0,50.387104,-4.1456230000000005,-2.2354,-9.3886,-0.7954,9.0,216016,2019-08-30 20:55:26:875,POINT (-4.145623000000001 50.387104)
217,0.0,50.387108000000005,-4.145617,-1.8105,-10.3768,2.3929,9.0,217015,2019-08-30 20:55:27:874,POINT (-4.145617 50.387108)
218,0.0,50.38712,-4.145612,-1.1896,-8.4669,-4.8365,9.0,218016,2019-08-30 20:55:28:875,POINT (-4.145612 50.38712)
219,0.0,50.387122999999995,-4.145601999999999,1.6509,-6.285,1.6318,9.0,219016,2019-08-30 20:55:29:875,POINT (-4.145601999999999 50.387123)
220,0.0,50.387127,-4.145595,-2.3173,-10.2726,0.7796,9.0,220015,2019-08-30 20:55:30:874,POINT (-4.145595 50.387127)
221,0.0,50.38713,-4.1455779999999995,-4.5535,-14.317,-3.3569,9.0,221015,2019-08-30 20:55:31:874,POINT (-4.145578 50.38713)
222,0.0,50.387142,-4.145567,-2.1108,-8.6545,1.8746,9.0,222016,2019-08-30 20:55:32:875,POINT (-4.145567 50.387142)
223,0.0,50.387142,-4.145567,-2.8746,-9.6158,0.7209,9.0,223015,2019-08-30 20:55:33:874,POINT (-4.145567 50.387142)
224,0.0,50.387153999999995,-4.145556,1.431,-13.7002,-0.3179,9.0,224015,2019-08-30 20:55:34:874,POINT (-4.145556 50.387154)
225,0.0,50.387159999999994,-4.145544,0.0575,-4.4603,0.7433,9.0,225016,2019-08-30 20:55:35:875,POINT (-4.145544 50.38715999999999)
226,0.0,50.387159999999994,-4.145534,-2.4971,-13.2696,0.451,9.0,226016,2019-08-30 20:55:36:875,POINT (-4.145534 50.38715999999999)
227,0.0,50.387159999999994,-4.145534,-2.5096,-13.5105,-4.4795,9.0,227015,2019-08-30 20:55:37:874,POINT (-4.145534 50.38715999999999)
228,0.0,50.387177,-4.145524,-2.8314,-8.8345,0.4209,9.0,228015,2019-08-30 20:55:38:874,POINT (-4.145524 50.387177)
229,0.0,50.387188,-4.145508,-1.2246,-8.7735,1.2236,9.0,229015,2019-08-30 20:55:39:874,POINT (-4.145508 50.387188)
230,0.0,50.3872,-4.145503,4.6677,-8.9356,-0.3758,9.0,230015,2019-08-30 20:55:40:874,POINT (-4.145503 50.3872)
231,0.0,50.387209999999996,-4.145497,1.9747,-2.8693,0.4357,9.0,231016,2019-08-30 20:55:41:875,POINT (-4.145497 50.38721)
232,0.0,50.387221999999994,-4.145491000000001,1.5357,-6.2398,1.2801,9.0,232016,2019-08-30 20:55:42:875,POINT (-4.145491000000001 50.38722199999999)
233,0.0,50.387234,-4.1454830000000005,0.1925,-14.9834,-0.9968,9.0,233016,2019-08-30 20:55:43:875,POINT (-4.145483 50.387234)
234,0.0,50.387240000000006,-4.145469,-2.1671,-9.035,-0.3627,9.0,234015,2019-08-30 20:55:44:874,POINT (-4.145469 50.38724000000001)
235,0.0,50.38725,-4.145468,-2.7494,-8.9952,-0.0932,9.0,235015,2019-08-30 20:55:45:874,POINT (-4.145468 50.38725)
236,0.0,50.387257,-4.145453,-1.7437,-10.958,2.1891,9.0,236016,2019-08-30 20:55:46:875,POINT (-4.145453 50.387257)
237,0.0,50.387264,-4.14544,-4.0763,-18.9941,-14.1968,9.0,237015,2019-08-30 20:55:47:874,POINT (-4.14544 50.387264)
238,0.0,50.38726,-4.145423,1.7018,-5.8794,1.0408,9.0,238015,2019-08-30 20:55:48:874,POINT (-4.145423 50.38726)
239,0.0,50.387264,-4.145419,2.4545,-7.0528,-2.2824,9.0,239015,2019-08-30 20:55:49:874,POINT (-4.145419 50.387264)
240,0.0,50.38727,-4.145421,-0.9143,-11.2947,-2.6496,10.0,240014,2019-08-30 20:55:50:873,POINT (-4.145421 50.38727)
241,0.0,50.387276,-4.145404,-2.1499,-9.6635,-1.6653,9.0,241015,2019-08-30 20:55:51:874,POINT (-4.145404 50.387276)
242,0.0,50.38728,-4.145391,-1.2125,-8.5579,-0.1401,9.0,242015,2019-08-30 20:55:52:874,POINT (-4.145391 50.38728)
243,0.0,50.387287,-4.14538,-1.2755,-10.2326,-0.583,9.0,243016,2019-08-30 20:55:53:875,POINT (-4.14538 50.387287)
244,0.0,50.387314,-4.145378,5.5387,-9.0662,1.9145,9.0,244015,2019-08-30 20:55:54:874,POINT (-4.145378 50.387314)
245,0.0,50.387325,-4.14537,2.2809,-5.2331,-2.7186,9.0,245015,2019-08-30 20:55:55:874,POINT (-4.14537 50.387325)
246,0.0,50.387337,-4.145362,1.1751,-6.7696,2.0847,9.0,246019,2019-08-30 20:55:56:878,POINT (-4.145362 50.387337)
247,0.0,50.387352,-4.145359,0.56,-15.7946,2.3631,9.0,247017,2019-08-30 20:55:57:876,POINT (-4.145359 50.387352)
248,0.0,50.387352,-4.145344000000001,-0.9371,-8.9401,0.5093,9.0,248016,2019-08-30 20:55:58:875,POINT (-4.145344000000001 50.387352)
249,0.0,50.38736,-4.1453370000000005,-1.5645,-9.2808,-0.1096,9.0,249016,2019-08-30 20:55:59:875,POINT (-4.145337 50.38736)
250,0.0,50.38736,-4.145325,-0.5583,-11.1142,2.008,9.0,250016,2019-08-30 20:56:00:875,POINT (-4.145325 50.38736)
251,0.0,50.387367,-4.1453169999999995,1.3703,-14.7211,-7.8044,9.0,251015,2019-08-30 20:56:01:874,POINT (-4.145316999999999 50.387367)
252,0.0,50.387375,-4.145313,1.2517,-7.4677,-0.20800000000000002,9.0,252016,2019-08-30 20:56:02:875,POINT (-4.145313 50.387375)
253,0.0,50.387386,-4.145308,4.2864,-13.4952,1.7849,9.0,253015,2019-08-30 20:56:03:874,POINT (-4.145308 50.387386)
254,0.0,50.387383,-4.145299,-2.0271,-10.5173,0.3623,9.0,254015,2019-08-30 20:56:04:874,POINT (-4.145299 50.387383)
255,0.0,50.387398,-4.1453050000000005,-3.8163,-10.5117,0.7841,9.0,255015,2019-08-30 20:56:05:874,POINT (-4.145305 50.387398)
256,0.0,50.387398,-4.1453050000000005,-4.2253,-0.0454,10.4819,9.0,256015,2019-08-30 20:56:06:874,POINT (-4.145305 50.387398)
257,0.0,50.387423999999996,-4.145296,-4.0288,-0.7932,11.5228,9.0,257015,2019-08-30 20:56:07:874,POINT (-4.145296 50.387424)
258,0.0,50.387423999999996,-4.145296,-4.1134,1.9380000000000002,7.7379,9.0,258014,2019-08-30 20:56:08:873,POINT (-4.145296 50.387424)
259,0.0,50.387436,-4.145279,-7.8694,-0.0708,9.3964,9.0,259015,2019-08-30 20:56:09:874,POINT (-4.145279 50.387436)
260,0.0,50.387444,-4.145267,-4.1842,0.0312,6.5,9.0,260015,2019-08-30 20:56:10:874,POINT (-4.145267 50.387444)
261,0.0,50.38745,-4.145256,-6.7731,0.6905,6.785,9.0,261015,2019-08-30 20:56:11:874,POINT (-4.145256 50.38745)
262,0.0,50.387463000000004,-4.145244,-5.2008,-0.3281,3.9949,9.0,262015,2019-08-30 20:56:12:874,POINT (-4.145244 50.387463)
263,0.0,50.38747,-4.145236,-10.1923,-0.9288,9.0938,9.0,263015,2019-08-30 20:56:13:874,POINT (-4.145236 50.38747)
264,7.0,50.38747,-4.145226,-8.4339,0.1236,8.9236,9.0,264015,2019-08-30 20:56:14:874,POINT (-4.145226 50.38747)
265,2.0,50.38748,-4.145215,-9.037,2.2719,5.4587,9.0,265015,2019-08-30 20:56:15:874,POINT (-4.145215 50.38748)
266,2.0,50.38748,-4.1452089999999995,-9.5243,-7.4598,6.9843,9.0,266016,2019-08-30 20:56:16:875,POINT (-4.145208999999999 50.38748)
267,2.0,50.38749,-4.1452029999999995,-2.7203,-9.8961,1.1421,9.0,267015,2019-08-30 20:56:17:874,POINT (-4.145203 50.38749)
268,2.0,50.387493,-4.145196,0.9544,-9.405,-2.9463,9.0,268015,2019-08-30 20:56:18:874,POINT (-4.145196 50.387493)
269,2.0,50.38751,-4.145194,3.0407,-8.0659,0.3957,9.0,269015,2019-08-30 20:56:19:874,POINT (-4.145194 50.38751)
270,2.0,50.38752,-4.145186,0.49200000000000005,-15.1614,-0.0955,9.0,270015,2019-08-30 20:56:20:874,POINT (-4.145186 50.38752)
271,2.0,50.387527,-4.145176,-1.4578,-19.6238,-16.4749,10.0,271017,2019-08-30 20:56:21:876,POINT (-4.145176 50.387527)
272,2.0,50.387527,-4.145176,2.8892,-4.1218,1.8739,10.0,272015,2019-08-30 20:56:22:874,POINT (-4.145176 50.387527)
273,2.0,50.387543,-4.145156,-3.3074,-13.6695,-0.4461,10.0,273015,2019-08-30 20:56:23:874,POINT (-4.145156 50.387543)
274,2.0,50.387553999999994,-4.145142,-1.6196,-11.2002,-0.8585,10.0,274016,2019-08-30 20:56:24:875,POINT (-4.145142 50.38755399999999)
275,2.0,50.387570000000004,-4.145143,-0.9976,-8.8736,0.5767,10.0,275015,2019-08-30 20:56:25:874,POINT (-4.145143 50.38757)
276,2.0,50.387584999999994,-4.145141000000001,-0.0876,-8.8742,0.1086,10.0,276016,2019-08-30 20:56:26:875,POINT (-4.145141000000001 50.38758499999999)
277,2.0,50.387592,-4.145134,0.6242,-6.0765,4.9837,10.0,277023,2019-08-30 20:56:27:882,POINT (-4.145134 50.387592)
278,2.0,50.387608,-4.145131,-6.5338,-21.9096,-15.6935,10.0,278016,2019-08-30 20:56:28:875,POINT (-4.145131 50.387608)
279,2.0,50.38762,-4.145128,1.6037,-2.4453,1.7179,10.0,279015,2019-08-30 20:56:29:874,POINT (-4.145128 50.38762)
280,2.0,50.38763,-4.1451199999999995,2.2151,-7.1793,2.9108,10.0,280015,2019-08-30 20:56:30:874,POINT (-4.145119999999999 50.38763)
281,2.0,50.387640000000005,-4.14511,3.4745,-15.5745,3.1712,10.0,281016,2019-08-30 20:56:31:875,POINT (-4.14511 50.38764)
282,2.0,50.38765,-4.145093,-1.123,-11.3606,-2.5362,10.0,282016,2019-08-30 20:56:32:875,POINT (-4.145093 50.38765)
283,2.0,50.387657,-4.145075,-1.4997,-9.0758,0.6477,10.0,283015,2019-08-30 20:56:33:874,POINT (-4.145075 50.387657)
284,2.0,50.387671999999995,-4.145080999999999,0.396,-13.5704,2.1044,10.0,284015,2019-08-30 20:56:34:874,POINT (-4.145080999999999 50.38767199999999)
285,2.0,50.387679999999996,-4.145066,6.4261,-8.6068,0.6796,10.0,285015,2019-08-30 20:56:35:874,POINT (-4.145066 50.38768)
286,2.0,50.387684,-4.145054,4.0675,-4.5656,-1.3331,9.0,286015,2019-08-30 20:56:36:874,POINT (-4.145054 50.387684)
287,2.0,50.387684,-4.145054,2.1559,-3.5626,1.6484,9.0,287015,2019-08-30 20:56:37:874,POINT (-4.145054 50.387684)
288,2.0,50.387695,-4.145023,1.2329999999999999,-13.1794,-0.5889,9.0,288015,2019-08-30 20:56:38:874,POINT (-4.145023 50.387695)
289,2.0,50.387707,-4.145017,-1.8371,-14.9209,-3.2303,9.0,289015,2019-08-30 20:56:39:874,POINT (-4.145017 50.387707)
290,2.0,50.38772,-4.145009,-1.8991,-8.8891,-0.9648,9.0,290015,2019-08-30 20:56:40:874,POINT (-4.145009 50.38772)
291,2.0,50.38773,-4.145008,0.2155,-8.9996,0.2019,9.0,291015,2019-08-30 20:56:41:874,POINT (-4.145008 50.38773)
292,2.0,50.38774,-4.145008,-2.4646,-6.4270000000000005,3.8896,9.0,292017,2019-08-30 20:56:42:876,POINT (-4.145008 50.38774)
293,2.0,50.387753000000004,-4.144997,-5.7586,-21.4843,-15.9126,10.0,293015,2019-08-30 20:56:43:874,POINT (-4.144997 50.387753)
294,2.0,50.387764000000004,-4.144989,2.6881,-5.3023,1.28,10.0,294015,2019-08-30 20:56:44:874,POINT (-4.144989 50.387764)
295,2.0,50.387775,-4.144989,-0.6978,-14.5517,-1.3393,10.0,295015,2019-08-30 20:56:45:874,POINT (-4.144989 50.387775)
296,2.0,50.387775,-4.14498,-1.1501,-9.1288,-0.3951,10.0,296015,2019-08-30 20:56:46:874,POINT (-4.14498 50.387775)
297,2.0,50.38778,-4.144969000000001,0.4393,-8.2867,0.5951,10.0,297016,2019-08-30 20:56:47:875,POINT (-4.144969000000001 50.38778)
298,2.0,50.38779,-4.144966999999999,0.7323,-8.7999,3.4215,10.0,298015,2019-08-30 20:56:48:874,POINT (-4.144966999999999 50.38779)
299,2.0,50.3878,-4.144965,-8.4152,-18.5941,-12.3646,10.0,299015,2019-08-30 20:56:49:874,POINT (-4.144965 50.3878)
300,2.0,50.3878,-4.144965,1.2728,-3.5162,1.4728,10.0,300015,2019-08-30 20:56:50:874,POINT (-4.144965 50.3878)
301,2.0,50.387817,-4.144954,1.0035,-12.44,1.786,10.0,301015,2019-08-30 20:56:51:874,POINT (-4.144954 50.387817)
302,2.0,50.387817,-4.144954,-2.2063,-9.475,-0.32899999999999996,10.0,302015,2019-08-30 20:56:52:874,POINT (-4.144954 50.387817)
303,2.0,50.387840000000004,-4.14494,-1.4245,-9.9243,-0.5466,10.0,303015,2019-08-30 20:56:53:874,POINT (-4.14494 50.38784)
304,2.0,50.387844,-4.144924,-0.3584,-8.6604,1.4551,10.0,304015,2019-08-30 20:56:54:874,POINT (-4.144924 50.387844)
305,2.0,50.38785,-4.144932,2.3022,-9.6851,1.2323,10.0,305015,2019-08-30 20:56:55:874,POINT (-4.144932 50.38785)
306,2.0,50.387859999999996,-4.144922,1.9072,-3.7758,2.1554,10.0,306015,2019-08-30 20:56:56:874,POINT (-4.144922 50.38786)
307,2.0,50.387867,-4.144903,1.3409,-5.4043,1.6491,10.0,307016,2019-08-30 20:56:57:875,POINT (-4.144903 50.387867)
308,2.0,50.387890000000006,-4.14489,2.04,-14.0726,3.8226,10.0,308017,2019-08-30 20:56:58:876,POINT (-4.14489 50.38789000000001)
309,2.0,50.387917,-4.144888,-3.1379,-10.995999999999999,-4.9195,10.0,309015,2019-08-30 20:56:59:874,POINT (-4.144888 50.387917)
310,2.0,50.38792,-4.144896,-1.6785,-9.6519,0.2841,11.0,310016,2019-08-30 20:57:00:875,POINT (-4.144896 50.38792)
311,2.0,50.38794,-4.14489,-0.0297,-8.42,0.3044,11.0,311015,2019-08-30 20:57:01:874,POINT (-4.14489 50.38794)
312,2.0,50.38795,-4.144898,1.5929,-7.0387,2.642,11.0,312017,2019-08-30 20:57:02:876,POINT (-4.144898 50.38795)
313,2.0,50.38798,-4.144896,1.8534,-2.8818,0.8673,11.0,313015,2019-08-30 20:57:03:874,POINT (-4.144896 50.38798)
314,2.0,50.388000000000005,-4.144899,1.7972,-7.5815,3.335,12.0,314015,2019-08-30 20:57:04:874,POINT (-4.144899 50.38800000000001)
315,2.0,50.388011999999996,-4.1449,3.3548,-14.2249,2.5525,12.0,315015,2019-08-30 20:57:05:874,POINT (-4.1449 50.388012)
316,2.0,50.388020000000004,-4.144895,-3.4407,-15.038,-2.8417,13.0,316015,2019-08-30 20:57:06:874,POINT (-4.144895 50.38802)
317,2.0,50.387993,-4.144863,-1.1197,-9.1857,1.4372,11.0,317015,2019-08-30 20:57:07:874,POINT (-4.144863 50.387993)
318,2.0,50.387997,-4.144857,-3.3642,-10.398,0.14,11.0,318015,2019-08-30 20:57:08:874,POINT (-4.144857 50.387997)
319,2.0,50.388016,-4.144847,9.789,-8.0347,1.4348,12.0,319016,2019-08-30 20:57:09:875,POINT (-4.144847 50.388016)
320,2.0,50.388009999999994,-4.144818,3.7703,-7.0291,-3.9528,12.0,320015,2019-08-30 20:57:10:874,POINT (-4.144818 50.38800999999999)
321,2.0,50.388016,-4.144836,-0.9067,-9.9839,0.3026,12.0,321015,2019-08-30 20:57:11:874,POINT (-4.144836 50.388016)
322,2.0,50.388016,-4.144836,3.7843,-14.2527,2.7879,12.0,322015,2019-08-30 20:57:12:874,POINT (-4.144836 50.388016)
323,2.0,50.388023,-4.144832,-1.1481,-9.2239,-0.1565,12.0,323015,2019-08-30 20:57:13:874,POINT (-4.144832 50.388023)
324,2.0,50.388016,-4.144826,-1.2536,-9.0013,0.2016,12.0,324015,2019-08-30 20:57:14:874,POINT (-4.144826 50.388016)
325,2.0,50.388040000000004,-4.1447959999999995,2.2776,-6.1063,3.3006,12.0,325022,2019-08-30 20:57:15:881,POINT (-4.144795999999999 50.38804)
326,2.0,50.388040000000004,-4.14479,-7.6048,-20.4892,-15.6195,12.0,326023,2019-08-30 20:57:16:882,POINT (-4.14479 50.38804)
327,2.0,50.388046,-4.144782,2.7809,-6.655,1.432,12.0,327017,2019-08-30 20:57:17:876,POINT (-4.144782 50.388046)
328,2.0,50.388073,-4.144794999999999,4.8486,-12.7176,3.1287,12.0,328014,2019-08-30 20:57:18:873,POINT (-4.144794999999999 50.388073)
329,2.0,50.38808,-4.144794999999999,-3.5578,-12.5096,-3.7812,12.0,329016,2019-08-30 20:57:19:875,POINT (-4.144794999999999 50.38808)
330,2.0,50.388077,-4.1447769999999995,-2.3438,-8.6405,0.8419,12.0,330024,2019-08-30 20:57:20:883,POINT (-4.144776999999999 50.388077)
331,2.0,50.388090000000005,-4.1447769999999995,-3.1744,-10.1996,-0.2208,12.0,331024,2019-08-30 20:57:21:883,POINT (-4.144776999999999 50.38809000000001)
332,2.0,50.3881,-4.144783,-6.4653,-11.0096,-6.0888,11.0,332022,2019-08-30 20:57:22:881,POINT (-4.144783 50.3881)
333,2.0,50.3881,-4.144783,0.6095,-4.4762,1.6009,11.0,333015,2019-08-30 20:57:23:874,POINT (-4.144783 50.3881)
334,2.0,50.38808,-4.144774,-1.8017,-12.2137,-1.4888,11.0,334016,2019-08-30 20:57:24:875,POINT (-4.144774 50.38808)
335,2.0,50.388103,-4.144761,-3.2576,-13.4235,-2.4204,10.0,335017,2019-08-30 20:57:25:876,POINT (-4.144761 50.388103)
336,2.0,50.388115,-4.144737,-1.9375,-9.0255,1.5605,11.0,336014,2019-08-30 20:57:26:873,POINT (-4.144737 50.388115)
337,2.0,50.38811,-4.144729,7.6386,-5.9546,2.9487,10.0,337015,2019-08-30 20:57:27:874,POINT (-4.144729 50.38811)
338,2.0,50.38811,-4.144712,-6.4353,-18.1224,-12.4135,10.0,338015,2019-08-30 20:57:28:874,POINT (-4.144712 50.38811)
339,2.0,50.38812,-4.144709,1.1781,-3.8734,1.6113,10.0,339015,2019-08-30 20:57:29:874,POINT (-4.144709 50.38812)
340,2.0,50.38813,-4.1447,2.6122,-14.4334,2.9129,10.0,340020,2019-08-30 20:57:30:879,POINT (-4.1447 50.38813)
341,2.0,50.388138,-4.144699,-3.1766,-13.0215,-4.006,10.0,341016,2019-08-30 20:57:31:875,POINT (-4.144699 50.388138)
342,2.0,50.388138,-4.144699,-0.47100000000000003,-9.5092,0.5318,10.0,342016,2019-08-30 20:57:32:875,POINT (-4.144699 50.388138)
343,2.0,50.38816,-4.144691000000001,1.6968,-8.1419,0.4254,10.0,343014,2019-08-30 20:57:33:873,POINT (-4.144691000000001 50.38816)
344,2.0,50.38816,-4.144683000000001,-6.0141,-17.1615,-10.6468,10.0,344015,2019-08-30 20:57:34:874,POINT (-4.144683000000001 50.38816)
345,2.0,50.38817,-4.14467,0.5775,-3.7623,1.1878,10.0,345016,2019-08-30 20:57:35:875,POINT (-4.14467 50.38817)
346,2.0,50.38818,-4.144677,2.7154,-13.2376,4.1012,10.0,346015,2019-08-30 20:57:36:874,POINT (-4.144677 50.38818)
347,2.0,50.38818,-4.144677,-0.767,-10.2008,-0.6908,10.0,347018,2019-08-30 20:57:37:877,POINT (-4.144677 50.38818)
348,2.0,50.38819,-4.144659,-1.2294,-8.9871,0.9894,10.0,348015,2019-08-30 20:57:38:874,POINT (-4.144659 50.38819)
349,2.0,50.3882,-4.144652,0.2422,-5.9602,3.9917,10.0,349015,2019-08-30 20:57:39:874,POINT (-4.144652 50.3882)
350,2.0,50.388206,-4.144644,-1.115,-11.035,-12.9498,10.0,350015,2019-08-30 20:57:40:874,POINT (-4.144644 50.388206)
351,2.0,50.388233,-4.144635,-3.8044,-12.5632,-0.0587,10.0,351016,2019-08-30 20:57:41:875,POINT (-4.144635 50.388233)
352,2.0,50.388237,-4.144617,-2.6429,-10.4931,0.0843,10.0,352015,2019-08-30 20:57:42:874,POINT (-4.144617 50.388237)
353,2.0,50.388259999999995,-4.14461,-2.4348,-9.2764,0.6463,10.0,353016,2019-08-30 20:57:43:875,POINT (-4.14461 50.38826)
354,2.0,50.38827,-4.144595,-4.5219,-11.2991,0.4276,10.0,354015,2019-08-30 20:57:44:874,POINT (-4.144595 50.38827)
355,2.0,50.38827,-4.144575,-7.1831,-16.3017,-10.559000000000001,10.0,355015,2019-08-30 20:57:45:874,POINT (-4.144575 50.38827)
356,2.0,50.38827,-4.144558999999999,0.519,-6.5434,1.2173,10.0,356015,2019-08-30 20:57:46:874,POINT (-4.144558999999999 50.38827)
357,2.0,50.388275,-4.1445419999999995,1.3635,-12.818,-2.9139,10.0,357016,2019-08-30 20:57:47:875,POINT (-4.144542 50.388275)
358,2.0,50.388290000000005,-4.144538,-1.5788,-8.9847,0.934,10.0,358015,2019-08-30 20:57:48:874,POINT (-4.144538 50.38829)
359,2.0,50.388287,-4.144515,-0.1067,-8.1502,0.3724,10.0,359016,2019-08-30 20:57:49:875,POINT (-4.144515 50.388287)
360,2.0,50.388290000000005,-4.144503,3.0038,-8.6966,2.3845,10.0,360015,2019-08-30 20:57:50:874,POINT (-4.144503 50.38829)
361,2.0,50.388287,-4.144486,0.9532,-3.3311,-0.6792,10.0,361016,2019-08-30 20:57:51:875,POINT (-4.144486 50.388287)
362,2.0,50.388287,-4.144486,2.6434,-13.4402,3.4684,10.0,362015,2019-08-30 20:57:52:874,POINT (-4.144486 50.388287)
363,2.0,50.388294,-4.144477999999999,-1.7701,-10.5229,-1.3776,10.0,363015,2019-08-30 20:57:53:874,POINT (-4.144477999999999 50.388294)
364,2.0,50.388317,-4.1444540000000005,0.3977,-8.0975,0.4347,10.0,364016,2019-08-30 20:57:54:875,POINT (-4.144454000000001 50.388317)
365,2.0,50.388329999999996,-4.144437,1.5036,-6.3351,3.2666,10.0,365017,2019-08-30 20:57:55:876,POINT (-4.144437 50.38833)
366,2.0,50.388344000000004,-4.144424,0.1535,-2.9067,-0.6754,10.0,366016,2019-08-30 20:57:56:875,POINT (-4.144424 50.388344)
367,2.0,50.388332,-4.1444,-3.1951,-10.3145,-1.1959,10.0,367015,2019-08-30 20:57:57:874,POINT (-4.1444 50.388332)
368,2.0,50.38834,-4.1443900000000005,-3.5291,-12.7094,-4.391,10.0,368015,2019-08-30 20:57:58:874,POINT (-4.14439 50.38834)
369,2.0,50.38834,-4.1443900000000005,-1.7515,-8.8316,1.0362,10.0,369014,2019-08-30 20:57:59:873,POINT (-4.14439 50.38834)
370,2.0,50.388344000000004,-4.144362,-2.411,-14.354000000000001,-0.265,10.0,370015,2019-08-30 20:58:00:874,POINT (-4.144362 50.388344)
371,2.0,50.388325,-4.144357,-6.1401,-18.9195,-11.7314,11.0,371015,2019-08-30 20:58:01:874,POINT (-4.144357 50.388325)
372,2.0,50.388329999999996,-4.144334,0.0878,-6.4639,0.8837,11.0,372016,2019-08-30 20:58:02:875,POINT (-4.144334 50.38833)
373,2.0,50.388344000000004,-4.144326,0.0602,-13.5771,3.4552,10.0,373016,2019-08-30 20:58:03:875,POINT (-4.144326 50.388344)
374,2.0,50.38836,-4.144305999999999,-2.1044,-10.8221,-1.726,11.0,374015,2019-08-30 20:58:04:874,POINT (-4.144305999999999 50.38836)
375,2.0,50.388366999999995,-4.144284,0.0459,-8.2912,1.2088,11.0,375015,2019-08-30 20:58:05:874,POINT (-4.144284 50.388367)
376,2.0,50.38836,-4.144259,-1.4971,-14.5823,-0.7543,11.0,376016,2019-08-30 20:58:06:875,POINT (-4.144259 50.38836)
377,2.0,50.38835,-4.144241,0.2838,-3.6742,-0.1579,11.0,377017,2019-08-30 20:58:07:876,POINT (-4.144241 50.38835)
378,2.0,50.38834,-4.144222,2.0991,-12.9726,3.2495,11.0,378015,2019-08-30 20:58:08:874,POINT (-4.144222 50.38834)
379,2.0,50.38835,-4.144191,-2.6834,-11.0078,-2.5768,11.0,379015,2019-08-30 20:58:09:874,POINT (-4.144191 50.38835)
380,2.0,50.388355,-4.14419,-0.1818,-7.7757,0.6995,11.0,380016,2019-08-30 20:58:10:875,POINT (-4.14419 50.388355)
381,2.0,50.38835,-4.144176,0.7415,-16.0866,2.9948,11.0,381016,2019-08-30 20:58:11:875,POINT (-4.144176 50.38835)
382,2.0,50.38836,-4.144161,1.6084,-2.8953,-1.7076,11.0,382016,2019-08-30 20:58:12:875,POINT (-4.144161 50.38836)
383,2.0,50.388363,-4.144143,0.7896,-7.3831,2.2767,11.0,383015,2019-08-30 20:58:13:874,POINT (-4.144143 50.388363)
384,2.0,50.38838,-4.144126,-4.0482,-13.6846,-3.3502,11.0,384015,2019-08-30 20:58:14:874,POINT (-4.144126 50.38838)
385,2.0,50.388386,-4.144111,-0.5534,-9.1318,1.3439,11.0,385016,2019-08-30 20:58:15:875,POINT (-4.144111 50.388386)
386,2.0,50.38838,-4.144106,2.0797,-10.222999999999999,2.73,11.0,386015,2019-08-30 20:58:16:874,POINT (-4.144106 50.38838)
